Product,Product URL,Vendor,Vendor URL,Price in AUD,Category,Quantity,Date Time Recorded
OXYCODONE 30MG (Clone),http://jcnhui6sgumsawtd.onion/product/5238f4a0-e9dd-11ea-883d-45f2f57ef046,malkevin,http://jcnhui6sgumsawtd.onion/vendor/a132c7e0-48f6-11ea-b832-e5a5b0f366ad,12.0,Opiates,5000.0,Thu Sep 17 14:55:45 2020
OXYCODONE 30MG (Clone),http://jcnhui6sgumsawtd.onion/product/49b1c520-e9dd-11ea-9952-e735c76ce849,malkevin,http://jcnhui6sgumsawtd.onion/vendor/a132c7e0-48f6-11ea-b832-e5a5b0f366ad,12.0,Opiates,5000.0,Thu Sep 17 14:55:45 2020
BUY ONLINE PHARMACY HYDROCODONE 10MG / norco 10/325mg (Clone),http://jcnhui6sgumsawtd.onion/product/3cf46d70-e9dd-11ea-85e7-759328d30d64,malkevin,http://jcnhui6sgumsawtd.onion/vendor/a132c7e0-48f6-11ea-b832-e5a5b0f366ad,10.0,Opiates,5000.0,Thu Sep 17 14:55:45 2020
BUY ONLINE ACTAVIS CODEINE SYRUP 32OZ AND 16OZ FOR SALE (Clone),http://jcnhui6sgumsawtd.onion/product/3257fac0-e9dd-11ea-a2b2-45be108f1268,malkevin,http://jcnhui6sgumsawtd.onion/vendor/a132c7e0-48f6-11ea-b832-e5a5b0f366ad,350.0,Cannabis & Hashish,5000.0,Thu Sep 17 14:55:45 2020
BUY ONLINE PHARMACY SUBOXONE 8MG(40)PILLS AND SUBUTEX 8MG (Clone),http://jcnhui6sgumsawtd.onion/product/29967c00-e9dd-11ea-823a-bbb3a09a99cd,malkevin,http://jcnhui6sgumsawtd.onion/vendor/a132c7e0-48f6-11ea-b832-e5a5b0f366ad,15.0,Opiates,5000.0,Thu Sep 17 14:55:45 2020
BUY ONLINE PHARMACY DIAZEPAM 10MG (Clone),http://jcnhui6sgumsawtd.onion/product/20ac2650-e9dd-11ea-9d3c-0f6d1a6d0c17,malkevin,http://jcnhui6sgumsawtd.onion/vendor/a132c7e0-48f6-11ea-b832-e5a5b0f366ad,3.0,Benzodiazepines,5000.0,Thu Sep 17 14:55:45 2020
BUY ONLINE PHARMACY TRAMADOL 225MG AND 250MG (Clone),http://jcnhui6sgumsawtd.onion/product/18aeb370-e9dd-11ea-9e94-01f42431a6be,malkevin,http://jcnhui6sgumsawtd.onion/vendor/a132c7e0-48f6-11ea-b832-e5a5b0f366ad,3.0,Opiates,5000.0,Thu Sep 17 14:55:45 2020
BUY ONLINE PERCOCET 10MG (Clone),http://jcnhui6sgumsawtd.onion/product/0fed5000-e9dd-11ea-9e1c-115b231e37d9,malkevin,http://jcnhui6sgumsawtd.onion/vendor/a132c7e0-48f6-11ea-b832-e5a5b0f366ad,10.0,Opiates,5000.0,Thu Sep 17 14:55:45 2020
BUY ONLINE MDMA CRYSTALS METH (Clone),http://jcnhui6sgumsawtd.onion/product/06de30e0-e9dd-11ea-b5f2-f5bea4defab6,malkevin,http://jcnhui6sgumsawtd.onion/vendor/a132c7e0-48f6-11ea-b832-e5a5b0f366ad,65.0,Mdma,5000.0,Thu Sep 17 14:55:45 2020
BUY ONLINE ALPHA PVP (Clone),http://jcnhui6sgumsawtd.onion/product/fdb506e0-e9dc-11ea-befb-03a72ac679ed,malkevin,http://jcnhui6sgumsawtd.onion/vendor/a132c7e0-48f6-11ea-b832-e5a5b0f366ad,65.0,Methylone & BK,5000.0,Thu Sep 17 14:55:45 2020
BUY ONLINE XTC PILLS (Clone),http://jcnhui6sgumsawtd.onion/product/f071a260-e9dc-11ea-9bf5-bbf908883870,malkevin,http://jcnhui6sgumsawtd.onion/vendor/a132c7e0-48f6-11ea-b832-e5a5b0f366ad,15.0,Ecstacy,5000.0,Thu Sep 17 14:55:45 2020
BUY ONLINE DILAUDID 8MG (Clone),http://jcnhui6sgumsawtd.onion/product/d02c5d00-e9dc-11ea-9535-3b4975482491,malkevin,http://jcnhui6sgumsawtd.onion/vendor/a132c7e0-48f6-11ea-b832-e5a5b0f366ad,10.0,Opiates,5000.0,Thu Sep 17 14:55:45 2020
1-1000 Grams High Quality MDMA ( 85% ) free whipping World Wide,http://jcnhui6sgumsawtd.onion/product/3e7df450-ccc8-11ea-948c-09620e56b871,vouchas,http://jcnhui6sgumsawtd.onion/vendor/dd376320-830c-11ea-a47c-af907069b21e,300.0,Mdma,20000.0,Thu Sep 17 14:55:45 2020
"ORDER AK-47,OG-KUSH MARIJUANA STRAINS OVERNIGHT DELIVERY AVAILABLE",http://jcnhui6sgumsawtd.onion/product/e2828a90-ccc7-11ea-b143-8d5541b957a5,vouchas,http://jcnhui6sgumsawtd.onion/vendor/dd376320-830c-11ea-a47c-af907069b21e,200.0,Cannabis Concentrates,500000.0,Thu Sep 17 14:55:45 2020
"Grand Daddy Purple,Durban Poison,Green Crack,Sour Diesel",http://jcnhui6sgumsawtd.onion/product/ae765380-ccc7-11ea-bf90-d9cb0291fe94,vouchas,http://jcnhui6sgumsawtd.onion/vendor/dd376320-830c-11ea-a47c-af907069b21e,200.0,Cannabis Concentrates,500.0,Thu Sep 17 14:55:45 2020
"MOON ROCK,GSC,BLUE BERRY AND STRAINS AVAILABLE",http://jcnhui6sgumsawtd.onion/product/683db1b0-ccc7-11ea-be37-2924a941720d,vouchas,http://jcnhui6sgumsawtd.onion/vendor/dd376320-830c-11ea-a47c-af907069b21e,200.0,Cannabis Concentrates,500000.0,Thu Sep 17 14:55:45 2020
BUY TOP GRADE MARIJUANA ONLINE FROM USA- WORLDWIDE,http://jcnhui6sgumsawtd.onion/product/ad87bcf0-ccc6-11ea-af95-b5a533734e92,vouchas,http://jcnhui6sgumsawtd.onion/vendor/dd376320-830c-11ea-a47c-af907069b21e,200.0,Cannabis Concentrates,500000.0,Thu Sep 17 14:55:45 2020
ORDER BOTH INDICA AND SATIVA STRAINS ONLINE,http://jcnhui6sgumsawtd.onion/product/83745150-ccc6-11ea-a4b3-cd56a6727180,vouchas,http://jcnhui6sgumsawtd.onion/vendor/dd376320-830c-11ea-a47c-af907069b21e,250.0,Cannabis Concentrates,500000.0,Thu Sep 17 14:55:45 2020
TOPSHELF GORILLA GLUE & OTHER STRAINS 1LB $1000,http://jcnhui6sgumsawtd.onion/product/0fefb4c0-ccc6-11ea-9047-a17ca0919d18,vouchas,http://jcnhui6sgumsawtd.onion/vendor/dd376320-830c-11ea-a47c-af907069b21e,300.0,Cannabis Concentrates,500000.0,Thu Sep 17 14:55:45 2020
ORDER TOP QUALITY MARIJUANA STRAINS AT VERY GOOD RATES,http://jcnhui6sgumsawtd.onion/product/812fedf0-ccc5-11ea-95bd-3572acdd385e,vouchas,http://jcnhui6sgumsawtd.onion/vendor/dd376320-830c-11ea-a47c-af907069b21e,300.0,Cannabis Concentrates,50000.0,Thu Sep 17 14:55:45 2020
20 x Oxycodone Hydrochloride 30mg M30/E8/A215,http://jcnhui6sgumsawtd.onion/product/deb35860-cc97-11ea-a69a-8515b158d58e,probitexchange,http://jcnhui6sgumsawtd.onion/vendor/1ab9d0c0-4684-11ea-b434-55534ef98a83,13.0,Opiate pills,3000.0,Thu Sep 17 14:55:45 2020
50 x Oxycodone Hydrochloride 30mg M30/E8/A215,http://jcnhui6sgumsawtd.onion/product/382f9e30-cc97-11ea-8ad9-b74af737c172,probitexchange,http://jcnhui6sgumsawtd.onion/vendor/1ab9d0c0-4684-11ea-b434-55534ef98a83,11.5,Opiate pills,3000.0,Thu Sep 17 14:55:45 2020
30 x Oxycodone Hydrochloride 30mg M30/E8/A215,http://jcnhui6sgumsawtd.onion/product/e2dc5330-cc96-11ea-aab0-e3e6a851b0fd,probitexchange,http://jcnhui6sgumsawtd.onion/vendor/1ab9d0c0-4684-11ea-b434-55534ef98a83,12.7,Opiate pills,3000.0,Thu Sep 17 14:55:45 2020
Order og kush marijuana strains overnight delivery available within USA (Clone) (Clone),http://jcnhui6sgumsawtd.onion/product/fed0b7a0-cad8-11ea-b032-9974bd4e35ff,vouchas,http://jcnhui6sgumsawtd.onion/vendor/dd376320-830c-11ea-a47c-af907069b21e,300.0,Buds & Flowers,30000.0,Thu Sep 17 14:55:45 2020
ak47 strain available online (Clone) (Clone),http://jcnhui6sgumsawtd.onion/product/f5f58f80-cad8-11ea-abd3-67c370adcb79,vouchas,http://jcnhui6sgumsawtd.onion/vendor/dd376320-830c-11ea-a47c-af907069b21e,500.0,Buds & Flowers,30000.0,Thu Sep 17 14:55:45 2020
Order pineapple express Online Worldwide delivery available (Clone) (Clone),http://jcnhui6sgumsawtd.onion/product/f4e6b6c0-cad8-11ea-b019-fd1b4c5760cb,vouchas,http://jcnhui6sgumsawtd.onion/vendor/dd376320-830c-11ea-a47c-af907069b21e,500.0,Buds & Flowers,300000.0,Thu Sep 17 14:55:45 2020
sour diesel available (Clone) (Clone),http://jcnhui6sgumsawtd.onion/product/f367ab00-cad8-11ea-962d-21df8e2c30bd,vouchas,http://jcnhui6sgumsawtd.onion/vendor/dd376320-830c-11ea-a47c-af907069b21e,300.0,Buds & Flowers,300000.0,Thu Sep 17 14:55:45 2020
Cannabis for Sale| Weed for Sale| Marijuana for sale (Clone) (Clone),http://jcnhui6sgumsawtd.onion/product/f24d60f0-cad8-11ea-9263-cfc7c5c967ef,vouchas,http://jcnhui6sgumsawtd.onion/vendor/dd376320-830c-11ea-a47c-af907069b21e,300.0,Buds & Flowers,300000.0,Thu Sep 17 14:55:45 2020
Northen lights| Moonrocks| OG KUSH| Sour Diesel| (Clone) (Clone),http://jcnhui6sgumsawtd.onion/product/f00ba390-cad8-11ea-b740-47d27d47fb7a,vouchas,http://jcnhui6sgumsawtd.onion/vendor/dd376320-830c-11ea-a47c-af907069b21e,500.0,Buds & Flowers,300000.0,Thu Sep 17 14:55:45 2020
Order Top Qualuty Sativa and Indica strains (Clone) (Clone),http://jcnhui6sgumsawtd.onion/product/eecf1380-cad8-11ea-a921-e90660f7e851,vouchas,http://jcnhui6sgumsawtd.onion/vendor/dd376320-830c-11ea-a47c-af907069b21e,300.0,Buds & Flowers,30000.0,Thu Sep 17 14:55:45 2020
LSD 300ug Hofmann (99%+ pure California Needlepoint) (Clone) (Clone),http://jcnhui6sgumsawtd.onion/product/eb70c0f0-cad8-11ea-83d4-091ca098dbc1,vouchas,http://jcnhui6sgumsawtd.onion/vendor/dd376320-830c-11ea-a47c-af907069b21e,250.0,LSD,100000.0,Thu Sep 17 14:55:45 2020
High Qualiy Liquid LSD Blotters (Clone) (Clone),http://jcnhui6sgumsawtd.onion/product/e07eb620-cad8-11ea-90bc-cb61266bb9d5,vouchas,http://jcnhui6sgumsawtd.onion/vendor/dd376320-830c-11ea-a47c-af907069b21e,150.0,LSD,1000000.0,Thu Sep 17 14:55:45 2020
pure uncut 96%  cocain (Clone) (Clone),http://jcnhui6sgumsawtd.onion/product/df024a90-cad8-11ea-ad3d-8558ad64721d,vouchas,http://jcnhui6sgumsawtd.onion/vendor/dd376320-830c-11ea-a47c-af907069b21e,45.0,Cocaine,1000000.0,Thu Sep 17 14:55:45 2020
🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿🇪🇺★10ml LIQUID COCAINE!! FREE DELIVERY UK FIRST CLASS!★ 🇪🇺🏴󠁧󠁢󠁥󠁮󠁧󠁿🇬🇧,http://jcnhui6sgumsawtd.onion/product/6f4eb890-c627-11ea-9a13-1160637cb833,mclovin87,http://jcnhui6sgumsawtd.onion/vendor/83e456d0-60de-11ea-b521-81a15ddf5ba3,175.57,Cocaine,24.0,Thu Sep 17 14:55:45 2020
🏴󠁧󠁢󠁥󠁮󠁧󠁿 🇬🇧 🇪🇺★MDMA Fire!!!!! 3 G's UK Fast FREE P&P★,http://jcnhui6sgumsawtd.onion/product/68e148d0-c627-11ea-9ad5-95a9e5f8e74b,mclovin87,http://jcnhui6sgumsawtd.onion/vendor/83e456d0-60de-11ea-b521-81a15ddf5ba3,35.11,Mdma,300.0,Thu Sep 17 14:55:45 2020
★ 🏴󠁧󠁢󠁥󠁮󠁧󠁿 🇬🇧 🇪🇺 MDMA Fire!!!!! 7 G's UK Fast FREE delivery!★ 🏴󠁧󠁢󠁥󠁮󠁧󠁿,http://jcnhui6sgumsawtd.onion/product/62d95a60-c627-11ea-8b9e-b7f7260d73e5,mclovin87,http://jcnhui6sgumsawtd.onion/vendor/83e456d0-60de-11ea-b521-81a15ddf5ba3,71.53,Mdma,99.0,Thu Sep 17 14:55:45 2020
Sex Tips From A Woman,http://jcnhui6sgumsawtd.onion/product/bd795300-63a1-11ea-9142-690bedfbd1ec,xfuckx,http://jcnhui6sgumsawtd.onion/vendor/b63ed800-4db9-11ea-a764-09c1031e0973,1.0,Guides & Tutorials,10000.0,Thu Sep 17 14:55:45 2020
How To Get A Free Kindle Case (No Carding),http://jcnhui6sgumsawtd.onion/product/b58c6000-63a1-11ea-abc2-1597c0936949,xfuckx,http://jcnhui6sgumsawtd.onion/vendor/b63ed800-4db9-11ea-a764-09c1031e0973,1.0,Guides & Tutorials,10000.0,Thu Sep 17 14:55:45 2020
How To Hack A WiFi Network,http://jcnhui6sgumsawtd.onion/product/aa9a7800-63a1-11ea-bcd9-77136980f8a9,xfuckx,http://jcnhui6sgumsawtd.onion/vendor/b63ed800-4db9-11ea-a764-09c1031e0973,3.0,Guides & Tutorials,10000.0,Thu Sep 17 14:55:45 2020
Craigslist Spam Method,http://jcnhui6sgumsawtd.onion/product/9f6a6a40-63a1-11ea-bd0f-8ba30323d1b9,xfuckx,http://jcnhui6sgumsawtd.onion/vendor/b63ed800-4db9-11ea-a764-09c1031e0973,2.0,Guides & Tutorials,10000.0,Thu Sep 17 14:55:45 2020
Advanced Phishing Technique Tab Napping,http://jcnhui6sgumsawtd.onion/product/92c29780-63a1-11ea-9bdb-f34ef34e45f5,xfuckx,http://jcnhui6sgumsawtd.onion/vendor/b63ed800-4db9-11ea-a764-09c1031e0973,2.0,Guides & Tutorials,9999.0,Thu Sep 17 14:55:45 2020
How To See Hidden Files,http://jcnhui6sgumsawtd.onion/product/891e96e0-63a1-11ea-8775-0db7a654364f,xfuckx,http://jcnhui6sgumsawtd.onion/vendor/b63ed800-4db9-11ea-a764-09c1031e0973,3.0,Guides & Tutorials,10000.0,Thu Sep 17 14:55:45 2020
CARDING Aliexpress(tutorial)2019,http://jcnhui6sgumsawtd.onion/product/811cd720-63a1-11ea-8b3c-33f11f18fe49,xfuckx,http://jcnhui6sgumsawtd.onion/vendor/b63ed800-4db9-11ea-a764-09c1031e0973,11.0,Guides & Tutorials,10000.0,Thu Sep 17 14:55:45 2020
Dumps Carding Tutorial [Part 6],http://jcnhui6sgumsawtd.onion/product/7699d2d0-63a1-11ea-99f4-5f6861c1caae,xfuckx,http://jcnhui6sgumsawtd.onion/vendor/b63ed800-4db9-11ea-a764-09c1031e0973,2.0,Guides & Tutorials,10000.0,Thu Sep 17 14:55:45 2020
How To Hack Passwords Using USB Drive,http://jcnhui6sgumsawtd.onion/product/6ed145c0-63a1-11ea-bc85-a58931ac4c67,xfuckx,http://jcnhui6sgumsawtd.onion/vendor/b63ed800-4db9-11ea-a764-09c1031e0973,3.0,Guides & Tutorials,10000.0,Thu Sep 17 14:55:45 2020
CARDING Aliexpress(tutorial)2019,http://jcnhui6sgumsawtd.onion/product/66d50ea0-63a1-11ea-af90-5fbfec27fcde,xfuckx,http://jcnhui6sgumsawtd.onion/vendor/b63ed800-4db9-11ea-a764-09c1031e0973,11.0,Guides & Tutorials,10000.0,Thu Sep 17 14:55:45 2020
Web App Hacking (Hackers Handbook),http://jcnhui6sgumsawtd.onion/product/5c629a70-63a1-11ea-a1e0-efd115062bc1,xfuckx,http://jcnhui6sgumsawtd.onion/vendor/b63ed800-4db9-11ea-a764-09c1031e0973,3.0,Guides & Tutorials,10000.0,Thu Sep 17 14:55:45 2020
How To See Hidden Files,http://jcnhui6sgumsawtd.onion/product/4a59d580-63a1-11ea-8392-0302dd46762a,xfuckx,http://jcnhui6sgumsawtd.onion/vendor/b63ed800-4db9-11ea-a764-09c1031e0973,1.0,Guides & Tutorials,10000.0,Thu Sep 17 14:55:45 2020
CC to Paypal Cashout,http://jcnhui6sgumsawtd.onion/product/3f2f35e0-63a1-11ea-9ded-eb078d848cd6,xfuckx,http://jcnhui6sgumsawtd.onion/vendor/b63ed800-4db9-11ea-a764-09c1031e0973,2.0,Guides & Tutorials,10000.0,Thu Sep 17 14:55:45 2020
How To Buy Ethereum With Credit Cards And Paypal,http://jcnhui6sgumsawtd.onion/product/365380c0-63a1-11ea-8ed4-73e4a8695d30,xfuckx,http://jcnhui6sgumsawtd.onion/vendor/b63ed800-4db9-11ea-a764-09c1031e0973,1.0,Guides & Tutorials,10000.0,Thu Sep 17 14:55:45 2020
Dumps Tutorial [Newbie Friendly],http://jcnhui6sgumsawtd.onion/product/2eae44a0-63a1-11ea-8b1c-b3618804f8e5,xfuckx,http://jcnhui6sgumsawtd.onion/vendor/b63ed800-4db9-11ea-a764-09c1031e0973,2.0,Guides & Tutorials,10000.0,Thu Sep 17 14:55:45 2020
How To Get Minecraft For Free (No Carding),http://jcnhui6sgumsawtd.onion/product/25888ab0-63a1-11ea-a5ab-6b6c6e9c10d1,xfuckx,http://jcnhui6sgumsawtd.onion/vendor/b63ed800-4db9-11ea-a764-09c1031e0973,1.0,Guides & Tutorials,10000.0,Thu Sep 17 14:55:45 2020
How To Get Free Starbucks Gift Cards (No Carding),http://jcnhui6sgumsawtd.onion/product/1d8566d0-63a1-11ea-97bd-13cddeb82b5e,xfuckx,http://jcnhui6sgumsawtd.onion/vendor/b63ed800-4db9-11ea-a764-09c1031e0973,1.0,Guides & Tutorials,10000.0,Thu Sep 17 14:55:45 2020
Carding with dumps(tutorial),http://jcnhui6sgumsawtd.onion/product/13ceeef0-63a1-11ea-94c7-cb4600ecef1e,xfuckx,http://jcnhui6sgumsawtd.onion/vendor/b63ed800-4db9-11ea-a764-09c1031e0973,11.0,Guides & Tutorials,10000.0,Thu Sep 17 14:55:45 2020
How To Get Any Game For Free On Steam,http://jcnhui6sgumsawtd.onion/product/0bc8eb80-63a1-11ea-88ce-4d4390f68fdb,xfuckx,http://jcnhui6sgumsawtd.onion/vendor/b63ed800-4db9-11ea-a764-09c1031e0973,1.0,Guides & Tutorials,10000.0,Thu Sep 17 14:55:45 2020
How To Get Free MVMT Watches (No Carding),http://jcnhui6sgumsawtd.onion/product/03e16bd0-63a1-11ea-9aac-795746c2ad58,xfuckx,http://jcnhui6sgumsawtd.onion/vendor/b63ed800-4db9-11ea-a764-09c1031e0973,1.0,Guides & Tutorials,10000.0,Thu Sep 17 14:55:45 2020
Hacking Wireless Networks,http://jcnhui6sgumsawtd.onion/product/fbc079f0-63a0-11ea-890c-6db79620e3a1,xfuckx,http://jcnhui6sgumsawtd.onion/vendor/b63ed800-4db9-11ea-a764-09c1031e0973,3.0,Guides & Tutorials,10000.0,Thu Sep 17 14:55:45 2020
How To Make Money With Ringtones,http://jcnhui6sgumsawtd.onion/product/f159ce20-63a0-11ea-8183-6d3379796659,xfuckx,http://jcnhui6sgumsawtd.onion/vendor/b63ed800-4db9-11ea-a764-09c1031e0973,1.0,Guides & Tutorials,10000.0,Thu Sep 17 14:55:45 2020
PwnLab CTF Walkthrough Part 1 Recon and Data Extr,http://jcnhui6sgumsawtd.onion/product/e750f900-63a0-11ea-8ab8-ffb0cfc6dfd2,xfuckx,http://jcnhui6sgumsawtd.onion/vendor/b63ed800-4db9-11ea-a764-09c1031e0973,3.0,Guides & Tutorials,10000.0,Thu Sep 17 14:55:45 2020
How To Make Money With Cracked Amazon Accounts,http://jcnhui6sgumsawtd.onion/product/df461580-63a0-11ea-9710-1dd2a847f263,xfuckx,http://jcnhui6sgumsawtd.onion/vendor/b63ed800-4db9-11ea-a764-09c1031e0973,1.0,Guides & Tutorials,10000.0,Thu Sep 17 14:55:45 2020
Extracting data from an EMV(Chip-And-Pin) CCV,http://jcnhui6sgumsawtd.onion/product/42f62600-f84c-11ea-92e0-f31221792d5a,Papabills,http://jcnhui6sgumsawtd.onion/vendor/fb5584b0-ef56-11ea-824f-2dbd722f77a0,260.0,Software & Malware,5.0,Thu Sep 17 14:55:45 2020
"CHEAP PREPAID and CLONE CARDS,DUMZ,CREDIT CARD $150 for 1500 (Clone) (Clone) (Clone)",http://jcnhui6sgumsawtd.onion/product/bd9d4100-f736-11ea-9322-d1d2e6ca1552,tonymax,http://jcnhui6sgumsawtd.onion/vendor/4abef770-ed51-11ea-a1b3-2f3e9097471f,150.0,Digital Goods,10000.0,Thu Sep 17 14:55:45 2020
WESTERN UNION CASHOUT MTCN AVAILABLE $150 for 1500 (Clone) (Clone) (Clone),http://jcnhui6sgumsawtd.onion/product/a1045b00-f736-11ea-b409-3317afaf63d4,tonymax,http://jcnhui6sgumsawtd.onion/vendor/4abef770-ed51-11ea-a1b3-2f3e9097471f,150.0,Digital Goods,10000.0,Thu Sep 17 14:55:45 2020
"Bank Transfer (Escrow, Receive Before You pay) (Clone)",http://jcnhui6sgumsawtd.onion/product/68b55840-f723-11ea-9af1-25e2465edc62,cailpulest,http://jcnhui6sgumsawtd.onion/vendor/878b4580-f401-11ea-9c34-abbb402c2087,500.0,Digital Goods,60.0,Thu Sep 17 14:55:45 2020
WESTERN UNION CASHOUT MTCN AVAILABLE $150 for 1500 (Clone) (Clone),http://jcnhui6sgumsawtd.onion/product/5ffd5870-f6b3-11ea-89d2-e709d46a2c1c,tonymax,http://jcnhui6sgumsawtd.onion/vendor/4abef770-ed51-11ea-a1b3-2f3e9097471f,150.0,Digital Goods,10000.0,Thu Sep 17 14:55:45 2020
"CHEAP PREPAID and CLONE CARDS,DUMZ,CREDIT CARD $150 for 1500 (Clone) (Clone)",http://jcnhui6sgumsawtd.onion/product/445b2930-f6b3-11ea-aa91-85a38f83615b,tonymax,http://jcnhui6sgumsawtd.onion/vendor/4abef770-ed51-11ea-a1b3-2f3e9097471f,150.0,Digital Goods,10000.0,Thu Sep 17 14:55:45 2020
VISA CARD TOP UP -PREPAID CARD TOP UP -MASTER CARD,http://jcnhui6sgumsawtd.onion/product/16274730-f661-11ea-9754-ed46c68dcea0,WeAreAMSTERDAM,http://jcnhui6sgumsawtd.onion/vendor/8aca7060-ec4f-11ea-8c1f-138ace4f110f,300.0,Software & Malware,1000.0,Thu Sep 17 14:55:45 2020
WESTERN UNION CASHOUT MTCN AVAILABLE $150 for 1500 (Clone),http://jcnhui6sgumsawtd.onion/product/91717520-f602-11ea-8e0b-9fe7fa7fe011,tonymax,http://jcnhui6sgumsawtd.onion/vendor/4abef770-ed51-11ea-a1b3-2f3e9097471f,150.0,Digital Goods,10000.0,Thu Sep 17 14:55:45 2020
"CHEAP PREPAID and CLONE CARDS,DUMZ,CREDIT CARD $150 for 1500 (Clone)",http://jcnhui6sgumsawtd.onion/product/8a343990-f602-11ea-b590-4127aac4f30f,tonymax,http://jcnhui6sgumsawtd.onion/vendor/4abef770-ed51-11ea-a1b3-2f3e9097471f,150.0,Digital Goods,10000.0,Thu Sep 17 14:55:45 2020
"Bank Transfer (Escrow, Receive Before You pay)",http://jcnhui6sgumsawtd.onion/product/a3c15a90-f5fb-11ea-b189-05061b4f8fb4,cailpulest,http://jcnhui6sgumsawtd.onion/vendor/878b4580-f401-11ea-9c34-abbb402c2087,500.0,Digital Goods,60.0,Thu Sep 17 14:55:45 2020
"CHEAP PREPAID and CLONE CARDS,DUMZ,CREDIT CARD $150 for 1500",http://jcnhui6sgumsawtd.onion/product/75f8b360-f51d-11ea-81c9-5956466ea59a,tonymax,http://jcnhui6sgumsawtd.onion/vendor/4abef770-ed51-11ea-a1b3-2f3e9097471f,150.0,Digital Goods,10000.0,Thu Sep 17 14:55:45 2020
WESTERN UNION CASHOUT MTCN AVAILABLE $150 for 1500,http://jcnhui6sgumsawtd.onion/product/667806e0-f51d-11ea-b35b-a7db7f1fa289,tonymax,http://jcnhui6sgumsawtd.onion/vendor/4abef770-ed51-11ea-a1b3-2f3e9097471f,150.0,Digital Goods,10000.0,Thu Sep 17 14:55:45 2020
WESTERN UNION CASHOUT MTCN AVAILABLE $150 for 1500 (Clone) (Clone) (Clone),http://jcnhui6sgumsawtd.onion/product/e60f7670-f4cc-11ea-951b-cd8336e18cb5,tonymax,http://jcnhui6sgumsawtd.onion/vendor/4abef770-ed51-11ea-a1b3-2f3e9097471f,150.0,Digital Goods,10000.0,Thu Sep 17 14:55:45 2020
"CHEAP PREPAID and CLONE CARDS,DUMZ,CREDIT CARD $150 for 1500 (Clone) (Clone) (Clone)",http://jcnhui6sgumsawtd.onion/product/dd42a4c0-f4cc-11ea-8029-733462d60bf4,tonymax,http://jcnhui6sgumsawtd.onion/vendor/4abef770-ed51-11ea-a1b3-2f3e9097471f,150.0,Digital Goods,10000.0,Thu Sep 17 14:55:45 2020
"Hacker for Hire (Escrow, Release payment after task is completed)",http://jcnhui6sgumsawtd.onion/product/9b85b830-f4b8-11ea-8fa0-6fdb291ba4d9,cailpulest,http://jcnhui6sgumsawtd.onion/vendor/878b4580-f401-11ea-9c34-abbb402c2087,500.0,Digital Goods,1.0,Thu Sep 17 14:55:45 2020
GIFT CARDS / ecodes and pysical cards Available,http://jcnhui6sgumsawtd.onion/product/4b836f60-f483-11ea-94e1-f9974eed7979,Papabills,http://jcnhui6sgumsawtd.onion/vendor/fb5584b0-ef56-11ea-824f-2dbd722f77a0,1.0,Digital Goods,20000.0,Thu Sep 17 14:55:45 2020
"CHEAP PREPAID and CLONE CARDS,DUMZ,CREDIT CARD $150 for 1500 (Clone) (Clone)",http://jcnhui6sgumsawtd.onion/product/eba8d9c0-f449-11ea-b830-497a50d91267,tonymax,http://jcnhui6sgumsawtd.onion/vendor/4abef770-ed51-11ea-a1b3-2f3e9097471f,150.0,Digital Goods,10000.0,Thu Sep 17 14:55:45 2020
WESTERN UNION CASHOUT MTCN AVAILABLE $150 for 1500 (Clone) (Clone),http://jcnhui6sgumsawtd.onion/product/abcd5e40-f449-11ea-be10-2f90f469afd8,tonymax,http://jcnhui6sgumsawtd.onion/vendor/4abef770-ed51-11ea-a1b3-2f3e9097471f,150.0,Digital Goods,10000.0,Thu Sep 17 14:55:45 2020
"Buy Credit Card Top UP (Escrow, Receive Before You Pay)",http://jcnhui6sgumsawtd.onion/product/ab3d66e0-f419-11ea-8998-8911d078ea8a,cailpulest,http://jcnhui6sgumsawtd.onion/vendor/878b4580-f401-11ea-9c34-abbb402c2087,500.0,Digital Goods,50.0,Thu Sep 17 14:55:45 2020
Promo Gift Tutorial Pack *INSTANT DELIVERY*,http://jcnhui6sgumsawtd.onion/product/6959dd50-f416-11ea-8329-3dfd431bc509,MindBlow,http://jcnhui6sgumsawtd.onion/vendor/8621ed10-f1f3-11ea-a3ba-b738d0325ca9,1.18,Digital Goods,1.0,Thu Sep 17 14:55:45 2020
"Bank Transfer (Escrow, Receive Before You pay)",http://jcnhui6sgumsawtd.onion/product/d6e62d50-f40b-11ea-95b5-d94b1fde28e0,cailpulest,http://jcnhui6sgumsawtd.onion/vendor/878b4580-f401-11ea-9c34-abbb402c2087,500.0,Digital Goods,60.0,Thu Sep 17 14:55:45 2020
"Buy Western Union Money Transfer (Escrow, Receive Before You Pay)",http://jcnhui6sgumsawtd.onion/product/03593a80-f40a-11ea-8b52-73ae0950e061,cailpulest,http://jcnhui6sgumsawtd.onion/vendor/878b4580-f401-11ea-9c34-abbb402c2087,500.0,Digital Goods,50.0,Thu Sep 17 14:55:45 2020
