Product,Product URL,Category,Vendor,Vendor URL,Price in AUD,Shipping From,Shipping To,Date Time Recorded
Masteron - 150 mg/ml/ 10 ml - Bioniche Pharma - expires 02/2021,welcome?action=show&listing=90825,Steroids,steroidwarehouse,userinfo?user=steroidwarehouse,81.04,Netherlands,Worldwide,Thu Sep 17 14:55:45 2020
Magic Mushies - Psilocybe subaeruginosa 3.5 grams magic powder,welcome?action=show&listing=105042,Psychedelics - Shrooms,realfknhigh,userinfo?user=realfknhigh,N/A,Australia,Australia,Thu Sep 17 14:55:45 2020
HEROIN 100% PURE NO BS! / IRAN AAA+/ 10 GRAM,welcome?action=show&listing=127530,Opioids - Heroin,coffeshop,userinfo?user=coffeshop,640.29,Germany,Worldwide,Thu Sep 17 14:55:45 2020
Mediafire Sentry MBA Config / Snapshot,welcome?action=show&listing=56813,Other Software,drunkdragon,userinfo?user=drunkdragon,1.37,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
"UK DOB Finder Autoshop LINK Preimer service + crack profile Clearscore, MMN and phone",welcome?action=show&listing=116663,SSN / DOB / Other PII,abatito,userinfo?user=abatito,177.96,United Kingdom,Digital / Service,Thu Sep 17 14:55:45 2020
FakeMoney 300 x 50 EUR NEW Series PASS UV Pen Test!,welcome?action=show&listing=84145,Currency,xxxxtentacion,userinfo?user=xxxxtentacion,3647.22,Germany,Worldwide,Thu Sep 17 14:55:45 2020
1x Medicated Enjoyable Fruity Krispy Treat,welcome?action=show&listing=59003,Cannabis - Edibles,strainpirate,userinfo?user=strainpirate,28.96,United States,United States,Thu Sep 17 14:55:45 2020
10 mg Ambien (Generic Zolpidem) - Authentic US Prescription Pharmaceutical,welcome?action=show&listing=95758,Benzos - Pills,dannyboys,userinfo?user=dannyboys,12.41,United States,United States,Thu Sep 17 14:55:45 2020
KSALOL XANAX (Alprazolam) 1mg *5x BOX*,welcome?action=show&listing=107091,Benzos - Pills,obststand,userinfo?user=obststand,178.3,Germany,European Union,Thu Sep 17 14:55:45 2020
Super Sale!! 1X Stoner Patch Kid / 350MG / $8/Bag / Priority + Tracking.,welcome?action=show&listing=117153,Cannabis - Edibles,humboldtgrowers,userinfo?user=humboldtgrowers,11.03,United States,United States,Thu Sep 17 14:55:45 2020
VM Workstation Lifetime License Keys (All Versions),welcome?action=show&listing=87554,Other Software,bigone1,userinfo?user=bigone1,1.37,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
bigdickbitch.com Porn Premium Account Plus Warrant,welcome?action=show&listing=63977,Various Logins,enjoymyaccounts,userinfo?user=enjoymyaccounts,9.65,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
50 pills Soma 500mg Carisoprodol ONLY 20$ usd,welcome?action=show&listing=115283,Prescription Drugs - Pain killers and Opiod anologues,medsguru,userinfo?user=medsguru,27.58,India,Worldwide,Thu Sep 17 14:55:45 2020
50x 100ug 99.6% LSD * Micropoint/Microdot,welcome?action=show&listing=93784,Psychedelics - LSD,acidfamily,userinfo?user=acidfamily,283.67,Germany,Worldwide,Thu Sep 17 14:55:45 2020
1g de C pure de TRES HAUTE QUALITE,welcome?action=show&listing=76619,Stimulants - Cocaine,duckthug,userinfo?user=duckthug,137.78,France,France,Thu Sep 17 14:55:45 2020
1070 x School Busses (R039 Actavis Press) 3 MG Alprazolam *FREE WORLDWIDE SHIPPING*,welcome?action=show&listing=118389,Benzos - Pills,misterreese,userinfo?user=misterreese,1491.31,Germany,European Union,Thu Sep 17 14:55:45 2020
Tonys Best Amphetamine Speed Paste 28 gram,welcome?action=show&listing=73505,Stimulants - Speed,tonysdrugsstore,userinfo?user=tonysdrugsstore,176.18,United Kingdom,Worldwide,Thu Sep 17 14:55:45 2020
300x Tesla XTC pills - Made in Holland - 300MG - BEST PRICE ON WHM,welcome?action=show&listing=122964,Ecstasy - Pills,candyshopxl,userinfo?user=candyshopxl,389.03,Netherlands,Worldwide,Thu Sep 17 14:55:45 2020
60 pills BRAND VALIUM 10mg Diazepam ONLY 99$ usd,welcome?action=show&listing=113483,Benzos - Pills,medsguru,userinfo?user=medsguru,136.56,United States,Worldwide,Thu Sep 17 14:55:45 2020
Uefa.com Database,welcome?action=show&listing=57535,Dumps,drunkdragon,userinfo?user=drunkdragon,13.79,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
5g Dutch Champagne MDMA 92% H.Q Dutch2Uk High Quality,welcome?action=show&listing=84334,Ecstasy - MDMA,britishpablo,userinfo?user=britishpablo,88.98,United Kingdom,United Kingdom,Thu Sep 17 14:55:45 2020
ALMEE-2 10 x 2mg Alprazolam 10x Blister,welcome?action=show&listing=105441,Benzos - Pills,obststand,userinfo?user=obststand,356.61,Germany,European Union,Thu Sep 17 14:55:45 2020
10 (+2 free) Illuminati Hofmann LSD-25 240UG,welcome?action=show&listing=102484,Psychedelics - LSD,mracid,userinfo?user=mracid,51.87,European Union,Worldwide,Thu Sep 17 14:55:45 2020
RANDOM USA FULLZ DOB+SSN,welcome?action=show&listing=78219,SSN / DOB / Other PII,chernobyl,userinfo?user=chernobyl,4.13,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
McAlisters Deli (eGift Non Carded+PDF) *HQ*,welcome?action=show&listing=118829,Other Services,xiaobaobei26,userinfo?user=xiaobaobei26,2.75,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
1G PURE BOLIVIAN COCAINE FISHSCALE 88% COKE UK NDD,welcome?action=show&listing=89427,Stimulants - Cocaine,vevo,userinfo?user=vevo,140.59,United Kingdom,United Kingdom,Thu Sep 17 14:55:45 2020
10gr 4MMC / Mephedrone SPECIAL OFFER! + FREEBIE,welcome?action=show&listing=73503,Stimulants - Mephedrone,straightfromnl,userinfo?user=straightfromnl,178.3,Netherlands,Worldwide,Thu Sep 17 14:55:45 2020
PACK TEMPLATE PSD FRENCH BANK CHECKS,welcome?action=show&listing=81805,Fake Documents (Digital),ixef,userinfo?user=ixef,32.41,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
Wwe PREMIUM Streaming Account LIFETIME Warranty + BONUS,welcome?action=show&listing=88976,Various Logins,kingaccount,userinfo?user=kingaccount,9.65,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
Gameservers.com Database,welcome?action=show&listing=57509,Dumps,drunkdragon,userinfo?user=drunkdragon,13.79,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
C-Liquid Vape 10ml (cannabinoid 5CL-ADB-A) **TOP QUALITY**,welcome?action=show&listing=64300,Cannabis - Synthetic,researchchemguy,userinfo?user=researchchemguy,64.83,European Union,Worldwide,Thu Sep 17 14:55:45 2020
"50g TOP quality FRESH, PURE SUPER LEMON HAZE hash **NEW STOCK JUST ARRIVED FROM MOROCCO!**",welcome?action=show&listing=103808,Cannabis - Hash,moroccangold,userinfo?user=moroccangold,567.4,Spain,European Union,Thu Sep 17 14:55:45 2020
100x 100ug Drops Needlepoint 99+% LSD-25 Liquid,welcome?action=show&listing=58083,Psychedelics - LSD,sunshineshop,userinfo?user=sunshineshop,259.38,Germany,Worldwide,Thu Sep 17 14:55:45 2020
stepsecrets.com Porn Account,welcome?action=show&listing=78936,Various Logins,pornseller,userinfo?user=pornseller,8.27,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
Teamtreehouse.com Account Basic Plan Plus Warranty,welcome?action=show&listing=50227,Various Logins,enjoymyaccounts,userinfo?user=enjoymyaccounts,11.03,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
QP (113.5 grams) Bubba Chem Outdoor,welcome?action=show&listing=79279,Cannabis - Buds and Flowers,thehappycampers9,userinfo?user=thehappycampers9,407.08,United States,United States,Thu Sep 17 14:55:45 2020
"Dos Si Dos PROMO **1.7g-23,3.5g-43,7g-80**OFFER UK ONLY",welcome?action=show&listing=118754,Cannabis - Buds and Flowers,thebitz,userinfo?user=thebitz,1.77,United Kingdom,United Kingdom,Thu Sep 17 14:55:45 2020
Algoriddim Neural Mix Pro v1 MacOS sept2020,welcome?action=show&listing=125962,Other Software,doguitdelft,userinfo?user=doguitdelft,4.13,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
448G Good Quality Crystal Meth,welcome?action=show&listing=81365,Stimulants - Meth,provendor,userinfo?user=provendor,12419.69,United States,United States,Thu Sep 17 14:55:45 2020
PSD BELGIAN PASSPORT,welcome?action=show&listing=90972,Fake Documents (Digital),ixef,userinfo?user=ixef,32.42,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
14G OLD DIRTY BASTARD UK FLAVOUR PROMO PRICING,welcome?action=show&listing=119957,Cannabis - Buds and Flowers,budmasterworld,userinfo?user=budmasterworld,252.48,United Kingdom,Worldwide,Thu Sep 17 14:55:45 2020
Bromazepam 6mg - 5000 pills,welcome?action=show&listing=76103,Benzos - Pills,mrmeds,userinfo?user=mrmeds,2918.07,European Union,Worldwide,Thu Sep 17 14:55:45 2020
100X S903 Xanax 2.5MG HQ Press SAMPLE SALE,welcome?action=show&listing=124558,Benzos - Pills,greenbeansusa,userinfo?user=greenbeansusa,144.89,United States,United States,Thu Sep 17 14:55:45 2020
5gr. DMC (Dimethocaine) HCL synthetic cocaine,welcome?action=show&listing=97629,Stimulants - Cocaine,cindicator,userinfo?user=cindicator,165.59,China,Worldwide,Thu Sep 17 14:55:45 2020
CRYSTAL METH *ICE* HIGH QUALITY CLEAR SHARDS! *10 GRAM*,welcome?action=show&listing=127582,Stimulants - Meth,rs6quattro,userinfo?user=rs6quattro,565.78,Germany,Worldwide,Thu Sep 17 14:55:45 2020
$30-3.5g-Buds-Quality-Indoor-Nugs-Choices-Medical-Marijuana FIRE GAS FLAME,welcome?action=show&listing=93864,Cannabis - Buds and Flowers,stealth420,userinfo?user=stealth420,41.39,United States,United States,Thu Sep 17 14:55:45 2020
10GR Critical + Hash - EU/WW FREE SHIPPING -,welcome?action=show&listing=120491,Cannabis - Hash,megachill,userinfo?user=megachill,129.69,European Union,Worldwide,Thu Sep 17 14:55:45 2020
Custom List for m****y,welcome?action=show&listing=120834,Ecstasy - MDMA,karmenj,userinfo?user=karmenj,1083.27,Canada,Canada,Thu Sep 17 14:55:45 2020
150g Crystal Meth 99% - Netherlands to Europe,welcome?action=show&listing=83755,Stimulants - Meth,drugsource,userinfo?user=drugsource,5592.98,Netherlands,European Union,Thu Sep 17 14:55:45 2020
Momsteachsex PREMIUM Porn Account LIFETIME Warranty + Extra BONUS,welcome?action=show&listing=88345,Various Logins,kingaccount,userinfo?user=kingaccount,8.27,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
Amphetamine (Speed) Paste 73% 14 gram,welcome?action=show&listing=87733,Stimulants - Speed,eastenders,userinfo?user=eastenders,97.79,United Kingdom,United Kingdom,Thu Sep 17 14:55:45 2020
10x Diazepam 5Mg Yellow Valium WATSONPHARMA 1e EACH !,welcome?action=show&listing=114736,Benzos - Pills,jamesocean,userinfo?user=jamesocean,16.21,United Kingdom,European Union,Thu Sep 17 14:55:45 2020
3.5G PURE BOLIVIAN 89% FISHSCALE COCAINE - FREE NDD,welcome?action=show&listing=56704,Stimulants - Cocaine,martell,userinfo?user=martell,389.4,United Kingdom,United Kingdom,Thu Sep 17 14:55:45 2020
dateslam.com Porn Premium Account Plus Warranty,welcome?action=show&listing=64069,Various Logins,enjoymyaccounts,userinfo?user=enjoymyaccounts,8.27,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
Top Speed Paste Amphetamine,welcome?action=show&listing=116632,Stimulants - Speed,budsbunny,userinfo?user=budsbunny,1.77,United Kingdom,Worldwide,Thu Sep 17 14:55:45 2020
10 x Morphine Tablet RETARD 10mg.,welcome?action=show&listing=106220,Opioids - Morphine,alfa,userinfo?user=alfa,40.52,Netherlands,Worldwide,Thu Sep 17 14:55:45 2020
EliteMeeting Database 500K Records (Plaintext),welcome?action=show&listing=57459,Dumps,drunkdragon,userinfo?user=drunkdragon,13.79,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
Pregabalin 300mg X 28 Tabs,welcome?action=show&listing=119999,Prescription Drugs,cashking,userinfo?user=cashking,58.67,United Kingdom,European Union,Thu Sep 17 14:55:45 2020
4C-D .HCL 50 grams,welcome?action=show&listing=107070,Psychedelics - Other,mastermeds,userinfo?user=mastermeds,1069.47,China,Worldwide,Thu Sep 17 14:55:45 2020
Troparil 5 grams,welcome?action=show&listing=108498,Stimulants - Other,mastermeds,userinfo?user=mastermeds,303.59,China,Worldwide,Thu Sep 17 14:55:45 2020
5 (+1 free) Californian Sunshine LSD-25 200UG,welcome?action=show&listing=102413,Psychedelics - LSD,mracid,userinfo?user=mracid,24.31,European Union,Worldwide,Thu Sep 17 14:55:45 2020
Brorphine .hcl 100 grams,welcome?action=show&listing=106756,Opioids - Other,mastermeds,userinfo?user=mastermeds,1930.57,China,Worldwide,Thu Sep 17 14:55:45 2020
"WiiUISO Database 457,333 Records (Plaintext)",welcome?action=show&listing=56276,Dumps,drunkdragon,userinfo?user=drunkdragon,13.79,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
7G High Quality Candy Crack Cocaine FREE NDD UK,welcome?action=show&listing=110773,Stimulants - Crack,f1rstclass1,userinfo?user=f1rstclass1,960.16,United Kingdom,United Kingdom,Thu Sep 17 14:55:45 2020
BUBBLE KUSH VERY STRONG 10 GRAMS 85EUR,welcome?action=show&listing=111220,Cannabis - Buds and Flowers,dutchsuperior,userinfo?user=dutchsuperior,137.79,Netherlands,Worldwide,Thu Sep 17 14:55:45 2020
League of Legends (KR) Config (SNIPR),welcome?action=show&listing=57388,Other Software,drunkdragon,userinfo?user=drunkdragon,1.37,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
-7g KETAMINE 97% Pure S+Isomer- *USA Domestic*,welcome?action=show&listing=83276,Dissociatives - Ketamine,bestket,userinfo?user=bestket,551.98,United States,United States,Thu Sep 17 14:55:45 2020
10gr High Quality Dutch MDMA 95%,welcome?action=show&listing=129432,Ecstasy - MDMA,drugzfromnl,userinfo?user=drugzfromnl,108.61,Netherlands,Worldwide,Thu Sep 17 14:55:45 2020
5x XTC Philipp Plein 250mg /// Hard Press /// ECSTASY PILLS,welcome?action=show&listing=113624,Ecstasy - Pills,nargetix,userinfo?user=nargetix,29.18,Germany,European Union,Thu Sep 17 14:55:45 2020
1G COCAINE BOLIVIAN PURE UNCUT 90%+,welcome?action=show&listing=110357,Stimulants - Cocaine,pureau,userinfo?user=pureau,N/A,Australia,Australia,Thu Sep 17 14:55:45 2020
(50g/325EUR) Premium Standard,welcome?action=show&listing=116894,Cannabis - Buds and Flowers,stadtgarten,userinfo?user=stadtgarten,526.87,Germany,Germany,Thu Sep 17 14:55:45 2020
New Zealand Drivers Licence PSD Template,welcome?action=show&listing=54152,Fake Documents (Digital),goldapple,userinfo?user=goldapple,13.79,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
Ultimate Mind COntrol Collection - 30+ Books on mastering Hypnosis mind control brainwashing and brainbending,welcome?action=show&listing=105383,Social Engeneering,hotshop,userinfo?user=hotshop,8.27,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
"Starbucks US,UK,CA,AU,MX,IE (eGift Non Carded+Instore+BULK) *HQ*",welcome?action=show&listing=65975,Other Fraud Related,xiaobaobei26,userinfo?user=xiaobaobei26,8.1,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
Corbinfisher Gay PREMIUM Porn Account LIFETIME Warranty + Extra BONUS,welcome?action=show&listing=88906,Various Logins,kingaccount,userinfo?user=kingaccount,11.03,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
28G ROCK ISOMER S+ KETAMINE EC 99%,welcome?action=show&listing=109755,Dissociatives - Ketamine,dcukconnection,userinfo?user=dcukconnection,649.58,United Kingdom,United Kingdom,Thu Sep 17 14:55:45 2020
1g 4-Fluoromethylphenidate Powder,welcome?action=show&listing=116299,Stimulants - Other,usamp,userinfo?user=usamp,82.76,United States,United States,Thu Sep 17 14:55:45 2020
Zolpidem Belbien 10mg - 3000 pills,welcome?action=show&listing=76065,Benzos - Pills,mrmeds,userinfo?user=mrmeds,1945.18,European Union,Worldwide,Thu Sep 17 14:55:45 2020
IPvanish Premium Account Lifetime Warranty,welcome?action=show&listing=116036,VPN,jokerdab,userinfo?user=jokerdab,1.37,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
2g HIGH PURITY SOCIABLE COCAINE,welcome?action=show&listing=122248,Stimulants - Cocaine,drugsukstore,userinfo?user=drugsukstore,151.27,United Kingdom,Worldwide,Thu Sep 17 14:55:45 2020
7 GRAMS COCAINE USA FAST SHIPPING,welcome?action=show&listing=99387,Stimulants - Cocaine,southwest,userinfo?user=southwest,655.21,United States,United States,Thu Sep 17 14:55:45 2020
Coinpot.com Database (Plaintext),welcome?action=show&listing=57501,Dumps,drunkdragon,userinfo?user=drunkdragon,13.79,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
10G - HASH HQ Jaune/Frappe EXCELLENT,welcome?action=show&listing=94279,Cannabis - Hash,phantomweed,userinfo?user=phantomweed,153.99,France,Worldwide,Thu Sep 17 14:55:45 2020
XTC PUNISHER 300MG 100 piece,welcome?action=show&listing=118802,Ecstasy - Pills,strongweed,userinfo?user=strongweed,291.77,France,European Union,Thu Sep 17 14:55:45 2020
"MDMA Capsules, 150mg each, 86% Pure - (DISCOUNT)",welcome?action=show&listing=84384,Ecstasy - MDMA,yourgirlmolly,userinfo?user=yourgirlmolly,15.17,United States,United States,Thu Sep 17 14:55:45 2020
Gelato 3.5 gram,welcome?action=show&listing=71351,Cannabis - Buds and Flowers,drrelax,userinfo?user=drrelax,71.18,United Kingdom,European Union,Thu Sep 17 14:55:45 2020
Caseys $15-19.99,welcome?action=show&listing=102279,Other Fraud Related,accountisland,userinfo?user=accountisland,9.65,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
Native Foods Cafe (eGift Non Carded+PDF) *HQ*,welcome?action=show&listing=119123,Other Services,xiaobaobei26,userinfo?user=xiaobaobei26,2.75,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
Therapeutic grade Golden Teacher in capsules 4oz,welcome?action=show&listing=128858,Psychedelics - Shrooms,fungirx,userinfo?user=fungirx,826.26,United States,United States,Thu Sep 17 14:55:45 2020
7g Skywalker OG Cannabis Flower,welcome?action=show&listing=109118,Cannabis - Buds and Flowers,fungalfamily,userinfo?user=fungalfamily,89.66,United States,United States,Thu Sep 17 14:55:45 2020
7g Super Silver Haze - UK,welcome?action=show&listing=113926,Cannabis - Buds and Flowers,ukdrugsman,userinfo?user=ukdrugsman,103.22,United Kingdom,United Kingdom,Thu Sep 17 14:55:45 2020
"Pennsylvania 2018 Voter Leacked Hacked Database (8,550Million record)",welcome?action=show&listing=94314,Other Fraud Related,empireshop,userinfo?user=empireshop,20.69,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
XJ13 Bud Untrimmed - 8 oz,welcome?action=show&listing=70365,Cannabis - Buds and Flowers,0hp1,userinfo?user=0hp1,558.66,United States,United States,Thu Sep 17 14:55:45 2020
1/2oz (14g) 100% Organic Golden Teacher Psilocybe Cubensis Magic Mushrooms,welcome?action=show&listing=128090,Psychedelics - Shrooms,clumsysmurf,userinfo?user=clumsysmurf,N/A,Australia,Australia,Thu Sep 17 14:55:45 2020
1000 mls gbl,welcome?action=show&listing=117211,Dissociatives - GHB,themastershake,userinfo?user=themastershake,765.57,United States,United States,Thu Sep 17 14:55:45 2020
Sibutramine (Appetite Suppressant) - 100 tb/20 mg - Nouveaux - expires 2024,welcome?action=show&listing=76485,Steroids,steroidwarehouse,userinfo?user=steroidwarehouse,129.67,Netherlands,Worldwide,Thu Sep 17 14:55:45 2020
50g Dutch Champagne MDMA 86%,welcome?action=show&listing=56559,Ecstasy - MDMA,euroshopper,userinfo?user=euroshopper,213.97,Netherlands,Worldwide,Thu Sep 17 14:55:45 2020
Unclaimed remains of more than 1400 in Los Angeles County,welcome?action=show&listing=96969,SSN / DOB / Other PII,topvendor,userinfo?user=topvendor,160.47,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
4 Blister Tilidin Retard 40x 200mg Pills,welcome?action=show&listing=95744,Opioids - Pills,z0loft,userinfo?user=z0loft,243.14,Germany,Germany,Thu Sep 17 14:55:45 2020
50G A1 HAZE HIGH QUALITY,welcome?action=show&listing=118075,Cannabis - Buds and Flowers,chucky,userinfo?user=chucky,769.96,Germany,European Union,Thu Sep 17 14:55:45 2020
Sertraline 100mg X 28 Tabs,welcome?action=show&listing=119987,Prescription Drugs,cashking,userinfo?user=cashking,48.05,United Kingdom,European Union,Thu Sep 17 14:55:45 2020
AMNESIA HAZE - HIGH THC - 14G,welcome?action=show&listing=58401,Cannabis - Buds and Flowers,wiffilinks,userinfo?user=wiffilinks,177.96,United Kingdom,United Kingdom,Thu Sep 17 14:55:45 2020
lookup service Full AN/RN + Balance + Holder name for TDbankplicate),welcome?action=show&listing=78267,SSN / DOB / Other PII,chernobyl,userinfo?user=chernobyl,22.07,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
FakeMoney 300 x 50 EUR Old Series,welcome?action=show&listing=84110,Currency,xxxxtentacion,userinfo?user=xxxxtentacion,2269.38,Netherlands,Worldwide,Thu Sep 17 14:55:45 2020
SQLi Dumper 8.3,welcome?action=show&listing=56956,Other Software,drunkdragon,userinfo?user=drunkdragon,1.37,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
deliveroo.co.uk,welcome?action=show&listing=100548,Other Services,drhack3r,userinfo?user=drhack3r,11.03,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
"1 x Australian Fulls Employee Complete Identity Pack (DL,TFN,more) EXTRA DOCUMENTS!",welcome?action=show&listing=102955,SSN / DOB / Other PII,telstra,userinfo?user=telstra,55.17,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
"Cartier nail half diamond bracelet, Juste un Clou series unique personality(original box + certificate + handbag)",welcome?action=show&listing=116661,Other Forgeries,boyfootstep,userinfo?user=boyfootstep,55.17,Hong Kong,Worldwide,Thu Sep 17 14:55:45 2020
LSD UK SHIPPING 100 X 200ug HOLY FAMILY + 3 FREE TABS 1.52 POUND EACH TAB,welcome?action=show&listing=128526,Psychedelics - LSD,hofmanncrew,userinfo?user=hofmanncrew,267.46,United Kingdom,United Kingdom,Thu Sep 17 14:55:45 2020
25x 200ug Ganesha Hexagon Needlepoint 99+% LSD-25,welcome?action=show&listing=58111,Psychedelics - LSD,sunshineshop,userinfo?user=sunshineshop,108.6,Germany,Worldwide,Thu Sep 17 14:55:45 2020
Alpha-GPC 350mg (50 Capsules),welcome?action=show&listing=126938,Other Drugs,tongyeu,userinfo?user=tongyeu,35.59,United Kingdom,Worldwide,Thu Sep 17 14:55:45 2020
56 grams - Cocaine (Coke) From The Brick - Colombian Import,welcome?action=show&listing=125080,Stimulants - Cocaine,walaskan,userinfo?user=walaskan,4827.92,United States,United States,Thu Sep 17 14:55:45 2020
500x Purple Givenchy XTC 250mg - France to Europe,welcome?action=show&listing=102969,Ecstasy - Pills,drugsource,userinfo?user=drugsource,1053.64,France,European Union,Thu Sep 17 14:55:45 2020
MIX-N-MATCH *SPECIAL* Kingpen / Brass Knuckles,welcome?action=show&listing=50576,Cannabis - Concentrates,funkyfarms,userinfo?user=funkyfarms,34.48,United States,Worldwide,Thu Sep 17 14:55:45 2020
Hulu No Commercial with Live TV and ShowTime and HBO,welcome?action=show&listing=50211,Various Logins,enjoymyaccounts,userinfo?user=enjoymyaccounts,20.69,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
PERFECT SCANNABLE MINNISOTA ID (ALL SECURITY FEATURES),welcome?action=show&listing=112689,Fake Documents (Physical),qualityfakeids,userinfo?user=qualityfakeids,220.7,Hong Kong,Worldwide,Thu Sep 17 14:55:45 2020
5 TABS LSD BLOTTER 125ug,welcome?action=show&listing=114584,Psychedelics - LSD,bcdrugs,userinfo?user=bcdrugs,N/A,Canada,Canada,Thu Sep 17 14:55:45 2020
14G ROCK ISOMER S+ KETAMINE EC 99%,welcome?action=show&listing=109754,Dissociatives - Ketamine,dcukconnection,userinfo?user=dcukconnection,436.02,United Kingdom,United Kingdom,Thu Sep 17 14:55:45 2020
5000x XTC - JURASSIC PARK - 300MG MDMA - 100% ARRIVAL EUROPE,welcome?action=show&listing=75685,Ecstasy - Pills,euroshopper,userinfo?user=euroshopper,5673.46,Germany,Worldwide,Thu Sep 17 14:55:45 2020
Yogurtland (eGift Non Carded+PDF) *HQ*,welcome?action=show&listing=123300,Other Services,xiaobaobei26,userinfo?user=xiaobaobei26,2.75,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
7g White Widow x Big Bud ORGANIC Top Class Weed,welcome?action=show&listing=129136,Cannabis - Buds and Flowers,mrgreen,userinfo?user=mrgreen,112.12,United Kingdom,United Kingdom,Thu Sep 17 14:55:45 2020
28g Nug-Run A-Grade Crumble -- Guaranteed CRC Free,welcome?action=show&listing=108791,Cannabis - Concentrates,treesntreats,userinfo?user=treesntreats,400.02,United States,United States,Thu Sep 17 14:55:45 2020
"MEGA PACK OF 3020 SCANS IDs, CC, BILLS MORE",welcome?action=show&listing=60937,Fake Documents (Digital),eucarder,userinfo?user=eucarder,27.58,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
10X Tramadol 200mg ( Sealed blister ),welcome?action=show&listing=121357,Prescription Drugs - Pain killers and Opiod anologues,bangalow,userinfo?user=bangalow,N/A,Australia,Australia,Thu Sep 17 14:55:45 2020
Sour Diesel Shake - 2 oz,welcome?action=show&listing=70351,Cannabis - Shake,0hp1,userinfo?user=0hp1,96.55,United States,United States,Thu Sep 17 14:55:45 2020
"500, 6mg red devil xanax",welcome?action=show&listing=113581,Benzos - Pills,xanaxdirect,userinfo?user=xanaxdirect,533.9,United Kingdom,Worldwide,Thu Sep 17 14:55:45 2020
10 XTC Pikachu 250mg,welcome?action=show&listing=67659,Ecstasy - Pills,partykingz,userinfo?user=partykingz,35.66,Germany,European Union,Thu Sep 17 14:55:45 2020
1g UNCUT HEROIN (DOUBLE UOGLOBE BRAND),welcome?action=show&listing=124896,Opioids - Heroin,aussiebabes,userinfo?user=aussiebabes,N/A,Australia,Australia,Thu Sep 17 14:55:45 2020
Oyeloca Latina PREMIUM Porn Account LIFETIME Warranty + Extra BONUS,welcome?action=show&listing=88304,Various Logins,kingaccount,userinfo?user=kingaccount,8.27,Digital / Service,Digital / Service,Thu Sep 17 14:55:45 2020
PERFECT SCANNABLE KENTUCKY ID (ALL SECURITY FEATURES),welcome?action=show&listing=112678,Fake Documents (Physical),qualityfakeids,userinfo?user=qualityfakeids,220.7,Hong Kong,Worldwide,Thu Sep 17 14:55:45 2020
DIME 1 Full Gram plus 1 Battery,welcome?action=show&listing=92266,Cannabis - Concentrates,cannadepot,userinfo?user=cannadepot,128.28,United States,United States,Thu Sep 17 14:55:45 2020
4G CHANGA! 50% DMT CRYSTAL INFUSED,welcome?action=show&listing=118480,Psychedelics - DMT,ozvibes,userinfo?user=ozvibes,N/A,Australia,Australia,Thu Sep 17 14:55:45 2020
25 x 150ug LSD + Ninja Decoy,welcome?action=show&listing=112217,Psychedelics - LSD,mrimpossible,userinfo?user=mrimpossible,N/A,Australia,Australia,Thu Sep 17 14:55:45 2020
1oz (30ml) Authentic Swiss lean Makatussin Hustensirup,welcome?action=show&listing=66144,Opioids - Codeine,swissdrip,userinfo?user=swissdrip,34.48,United States,United States,Thu Sep 17 14:55:45 2020
